MUN,LATITUDE,LONGITUDE
Ipu,-4.32006,-40.70661
Bela Cruz,-2.98064,-40.17492
Fortaleza,-3.74363,-38.59436
Sobral,-3.68803,-40.34866
Crato,-7.23175,-39.40839
Camocim,-2.90096,-40.84752
Maracanau,-3.87696,-38.62441
Assare,-6.86189,-39.87217
Itapiuna,-4.6536,-38.94271
Acopiara,-6.09276,-39.4557
Itapipoca,-3.48222,-39.56895
Senador Pompeu,-5.58934,-39.37532
Redencao,-4.22295,-38.72957
Nova Russas,-4.7068,-40.5653
Mauriti,-7.25364,-38.73616
Horizonte,-4.09327,-38.49423
Itaitinga,-3.97045,-38.5264
Acarau,-2.88531,-40.11824
Limoeiro do Norte,-5.15023,-38.09909
Ararenda,-4.75193,-40.83109
Caucaia,-3.73648,-38.66401
Porteiras,-7.53276,-39.1141
Caucaia,-3.63492,-38.71236
Itapage,-3.68537,-39.58503
Fortaleza,-3.7238,-38.58992
Fortaleza,-3.81368,-38.5911
Erere,-6.03133,-38.34725
Novo Oriente,-5.51617,-40.86133
Fortaleza,-3.75621,-38.50583
Mucambo,-3.92834,-40.81152
Quixelo,-6.25121,-39.20229
Groairas,-3.89279,-40.33628
Ipueiras,-4.54378,-40.71569
Aracoiaba,-4.37039,-38.80944
Limoeiro do Norte,-5.15023,-38.09909
Fortaleza,-3.7238,-38.58992
Fortaleza,-3.75968,-38.56632
Maracanau,-3.87696,-38.62441
Fortaleza,-3.78787,-38.52731
Varzea Alegre,-6.79184,-39.29893
Paraipaba,-3.34911,-39.13907
Itatira,-4.52892,-39.6179
Pedra Branca,-5.46394,-39.70619
Juazeiro do Norte,-7.22233,-39.30533
Forquilha,-3.80122,-40.27068
Cruz,-2.81977,-40.41445
Morada Nova,-5.09695,-38.3649
Santa Quiteria,-4.0021,-40.19064
Piquet Carneiro,-5.80856,-39.4194
Quiterianopolis,-5.843,-40.701
Juazeiro do Norte,-7.21076,-39.31699
Juazeiro do Norte,-7.23494,-39.31386
Campos Sales,-7.07591,-40.37258
Mombaca,-5.747,-39.6244
Pires Ferreira,-4.24215,-40.64654
Missao Velha,-7.24683,-39.14168
Horizonte,-4.09327,-38.49423
Crato,-7.04114,-39.47561
Brejo Santo,-7.54688,-38.84083
Independencia,-5.40034,-40.30574
Iguatu,-6.37458,-39.30541
Caucaia,-3.75632,-38.61293
Santana do Cariri,-7.18089,-39.73797
Juazeiro do Norte,-7.21869,-39.29103
Aquiraz,-3.90619,-38.3898
Itaitinga,-3.97045,-38.5264
Ipu,-4.33379,-40.71906
Caucaia,-3.74915,-38.60357
Paracuru,-3.41163,-39.02954
Carire,-3.95377,-40.47839
Vicosa do Ceara,-3.56497,-41.0868
Beberibe,-4.59011,-38.20836
Taua,-5.99859,-40.30564
Crato,-7.23175,-39.40839
Chorozinho,-4.29616,-38.50474
Ipu,-4.31343,-40.71872
Itapipoca,-3.494,-39.579
Potengi,-7.07612,-39.90165
Caucaia,-3.76586,-38.62303
Baturite,-4.29475,-38.85675
Beberibe,-4.20061,-38.19778
Ubajara,-3.85402,-40.91877
Carire,-3.95223,-40.47283
Boa Viagem,-4.82408,-39.78677
Sao Joao do Jaguaribe,-5.26863,-38.27194
Sobral,-3.66555,-40.37281
Fortaleza,-3.78088,-38.60185
Crato,-7.23175,-39.40839
Farias Brito,-6.92463,-39.57144
Quixeramobim,-5.42256,-39.44819
Fortaleza,-3.77636,-38.56072
Juazeiro do Norte,-7.24609,-39.33716
Baturite,-4.3312,-38.88002
Ipu,-4.39488,-40.75904
Choro,-4.84251,-39.13746
Juazeiro do Norte,-7.22832,-39.31916
Ocara,-4.49098,-38.59722
Iraucuba,-3.92563,-39.71491
Moraujo,-3.46713,-40.68011
Guaiuba,-4.03743,-38.6305
Redencao,-4.24069,-38.72798
Guaiuba,-4.04024,-38.63443
Nova Russas,-4.58107,-40.40256
Quixada,-4.96491,-39.00519
Juazeiro do Norte,-7.14271,-39.2903
Barro,-7.1682,-38.77988
Crato,-7.22732,-39.41347
Boa Viagem,-5.13893,-39.73666
Caucaia,-3.74152,-38.61126
Fortaleza,-3.7175,-38.57149
Ocara,-4.53311,-38.54501
Juazeiro do Norte,-7.20333,-39.30895
Ico,-6.40303,-38.86308
Palhano,-4.61739,-38.08721
Fortaleza,-3.7238,-38.58992
Sobral,-3.696,-40.34679
Juazeiro do Norte,-7.21076,-39.31699
Caucaia,-3.94952,-38.88891
Ubajara,-3.86874,-40.89982
Guaiuba,-4.03723,-38.63571
Beberibe,-4.37538,-37.97795
Aquiraz,-3.93452,-38.38889
Aurora,-6.94039,-38.97699
Aquiraz,-3.89242,-38.42049
Forquilha,-3.79895,-40.25876
Quixeramobim,-5.1984,-39.29435
Maracanau,-3.87696,-38.62441
Beberibe,-4.17476,-38.12327
Jucas,-6.40302,-39.58168
Quixeramobim,-5.49946,-39.30685
Mauriti,-7.39009,-38.72328
Quixeramobim,-5.15857,-39.47984
Ubajara,-3.83813,-40.85639
Fortaleza,-3.7238,-38.58992
Caucaia,-3.77685,-38.62986
Itapage,-3.66605,-39.52149
Aquiraz,-3.90602,-38.38612
Miraima,-3.54488,-39.84771
Caridade,-4.23569,-39.19192
Assare,-6.99615,-40.05964
Acarau,-2.88531,-40.11824
Baturite,-4.33795,-38.8687
Boa Viagem,-5.13152,-39.72669
Santa Quiteria,-4.19336,-40.31911
Itatira,-4.67387,-39.54071
Camocim,-2.89929,-40.84635
Paramoti,-4.14281,-39.52563
Uruburetama,-3.62264,-39.50388
Araripe,-7.20618,-40.13744
Capistrano,-4.45989,-38.90182
Missao Velha,-7.24323,-39.14519
Limoeiro do Norte,-5.20124,-38.12397
Ipu,-4.31343,-40.71872
Aurora,-6.94253,-38.9563
Paracuru,-3.49507,-39.02277
Milagres,-7.31042,-38.94315
Barbalha,-7.30244,-39.27848
Ubajara,-3.8035,-40.87424
Morada Nova,-5.28226,-38.36123
Carnaubal,-4.16398,-40.93563
Camocim,-2.90145,-40.83889
Sao Benedito,-4.0258,-40.90651
Paramoti,-4.09743,-39.23946
Ocara,-4.48506,-38.59853
Jardim,-7.58553,-39.28416
Fortim,-4.45585,-37.79623
Ipu,-4.31343,-40.71872
Tamboril,-4.82722,-40.31872
Limoeiro do Norte,-5.15023,-38.09909
Caucaia,-3.75833,-38.61747
Campos Sales,-6.89427,-40.16108
Uruoca,-3.23531,-40.79292
Maracanau,-3.87696,-38.62441
Sao Joao do Jaguaribe,-5.26908,-38.26862
Crato,-7.23175,-39.40839
Brejo Santo,-7.58097,-38.8902
Sobral,-3.68803,-40.34866
Crato,-7.21911,-39.36506
Acarau,-2.96301,-40.1238
Sobral,-3.59478,-40.27489
Ico,-6.27065,-38.74734
Guaiuba,-4.04417,-38.62934
Icapui,-4.71554,-37.35356
Russas,-4.93973,-37.97543
Horizonte,-4.09657,-38.50888
Paracuru,-3.4097,-39.02832
Carnaubal,-4.16084,-40.9429
Acarape,-4.18758,-38.62951
Guaiuba,-4.04024,-38.63443
Juazeiro do Norte,-7.18645,-39.23007
Caninde,-4.31438,-39.4473
Santana do Cariri,-7.10663,-39.76336
Campos Sales,-6.82617,-40.28686
Groairas,-3.91195,-40.38214
Alto Santo,-5.51789,-38.26971
Milagres,-7.33745,-38.93726
Ibaretama,-4.85352,-38.73942
Paraipaba,-3.43619,-39.14811
Jaguaruana,-4.83605,-37.78227
Juazeiro do Norte,-7.21076,-39.31699
Piquet Carneiro,-5.79941,-39.4204
Fortaleza,-3.76446,-38.57973
Deputado Irapuan Pinheiro,-5.87188,-39.30957
Solonopole,-5.79807,-39.15057
Cedro,-6.60428,-39.06043
Itapipoca,-3.33822,-39.58099
Sobral,-3.68803,-40.34866
Aratuba,-4.38004,-39.02339
Acarau,-2.88547,-40.11597
Aracati,-4.57832,-37.79155
Fortaleza,-3.74038,-38.59147
Fortaleza,-3.72677,-38.46603
Fortaleza,-3.7238,-38.58992
Fortaleza,-3.7238,-38.58992
Caucaia,-3.7612,-38.64947
Caucaia,-3.73648,-38.66401
Mauriti,-7.38739,-38.77279
Acopiara,-6.10008,-39.46691
Quixeramobim,-5.1984,-39.29435
Santa Quiteria,-4.33276,-40.14543
Quixada,-4.9637,-39.01174
Juazeiro do Norte,-7.21076,-39.31699
Quixere,-5.13587,-37.95145
Tabuleiro do Norte,-5.23624,-38.13215
Juazeiro do Norte,-7.2325,-39.35113
Itapage,-3.68352,-39.58588
Crato,-7.23175,-39.40839
Morada Nova,-5.09695,-38.3649
Jaguaretama,-5.4242,-38.53969
Ibiapina,-3.89135,-40.88437
Mombaca,-5.73857,-39.62237
Juazeiro do Norte,-7.21076,-39.31699
Morada Nova,-4.57945,-38.36535
Ipaporanga,-4.95523,-40.82071
Granja,-3.11895,-40.82993
Jaguaribe,-5.88645,-38.623
Caridade,-4.23261,-39.1921
Itapipoca,-3.50022,-39.59779
Tamboril,-4.83392,-40.31906
Capistrano,-4.45916,-38.89863
Itatira,-4.55123,-39.57939
Ibiapina,-3.89726,-40.84731
Apuiares,-3.94807,-39.43091
Umirim,-3.67921,-39.35407
Solonopole,-5.72635,-39.00822
Umirim,-3.67355,-39.3562
Maranguape,-3.89186,-38.68585
Maracanau,-3.87696,-38.62441
Catarina,-6.2711,-39.92927
Itapage,-3.64625,-39.57863
Maracanau,-3.87696,-38.62441
Vicosa do Ceara,-3.56759,-41.32329
Varjota,-4.18282,-40.47899
Itapage,-3.68567,-39.58353
Boa Viagem,-5.13253,-39.73071
Itapipoca,-3.50932,-39.58264
Apuiares,-3.94801,-39.43042
Itatira,-4.6756,-39.62084
Reriutaba,-4.10081,-40.66756
Pedra Branca,-5.48581,-39.83153
Ico,-6.27337,-38.60735
Jaguaribe,-5.90656,-38.62421
Tiangua,-3.68801,-40.99303
Hidrolandia,-4.40799,-40.40181
Granja,-3.35223,-41.26662
Monsenhor Tabosa,-4.78309,-40.07006
Itapipoca,-3.49943,-39.58348
Frecheirinha,-3.75354,-40.82236
Jardim,-7.61338,-39.16943
Limoeiro do Norte,-5.14957,-38.14382
Aratuba,-4.41693,-39.04755
Nova Olinda,-7.0841,-39.67948
Itatira,-4.55094,-39.61581
Caninde,-4.6412,-39.24515
Maranguape,-3.89186,-38.68585
Acarau,-2.84968,-40.0916
Maranguape,-3.89186,-38.68585
Santana do Acarau,-3.45886,-40.21202
Itapipoca,-3.44009,-39.72405
Eusebio,-3.88697,-38.44512
Cascavel,-4.13143,-38.23968
Parambu,-6.30997,-40.67417
Caninde,-4.62355,-39.38999
Campos Sales,-6.90233,-40.42149
Sao Goncalo do Amarante,-3.53519,-38.94588
Guaraciaba do Norte,-4.16245,-40.75263
Pires Ferreira,-4.2846,-40.515
Sobral,-3.69039,-40.35351
Nova Russas,-4.7068,-40.5653
Forquilha,-3.79854,-40.26203
Pindoretama,-4.0278,-38.30008
Tiangua,-3.71764,-40.99807
Forquilha,-3.80578,-40.26004
Cascavel,-4.13143,-38.23968
Oros,-6.3696,-39.04225
Sobral,-4.07653,-39.94734
Quixada,-4.72311,-38.97429
Quixada,-4.94988,-39.09186
Maranguape,-3.89384,-38.68927
Guaraciaba do Norte,-4.15994,-40.80978
Maranguape,-3.89186,-38.68585
Crato,-7.23175,-39.40839
Crato,-7.24403,-39.42819
Maranguape,-3.9003,-38.68256
Crato,-7.07813,-39.45735
Barbalha,-7.32903,-39.29414
Fortaleza,-3.7238,-38.58992
Fortaleza,-3.7238,-38.58992
Fortaleza,-3.72862,-38.52225
Assare,-6.8726,-39.87127
Acopiara,-6.09276,-39.4557
Fortaleza,-3.7238,-38.58992
Caninde,-4.34855,-39.30667
Barbalha,-7.30717,-39.30231
Granjeiro,-6.88888,-39.2203
Fortaleza,-3.793,-38.59977
Caninde,-4.35534,-39.31034
Iracema,-5.80984,-38.30466
Novo Oriente,-5.58917,-40.8297
Novo Oriente,-5.65844,-40.73116
Novo Oriente,-5.53386,-40.77476
Pacajus,-4.17018,-38.4538
Sobral,-3.68803,-40.34866
Maracanau,-3.84693,-38.61342
Maracanau,-3.87904,-38.62329
Eusebio,-3.89735,-38.44819
Eusebio,-3.88697,-38.44512
Cascavel,-4.13143,-38.23968
Parambu,-6.26405,-40.73837
Eusebio,-3.88697,-38.44512
Palmacia,-4.14591,-38.84503
Nova Olinda,-7.09872,-39.68004
Milagres,-7.30816,-38.94361
Eusebio,-3.89735,-38.44819
Frecheirinha,-3.76061,-40.8214
Sao Luis do Curu,-3.70092,-39.26661
Redencao,-4.22295,-38.72957
Carnaubal,-4.1595,-40.94518
Martinopole,-3.22501,-40.69935
Jati,-7.69274,-39.00513
Granja,-3.25804,-41.13306
Granja,-3.03967,-40.67572
Varzea Alegre,-6.79184,-39.29893
Quixelo,-6.25121,-39.20229
Jardim,-7.58553,-39.28416
Jati,-7.69075,-39.09313
Barbalha,-7.30668,-39.30354
Jardim,-7.60619,-39.25276
Jardim,-7.60619,-39.25276
Ocara,-4.59124,-38.48819
Cedro,-6.61637,-39.06133
Pindoretama,-4.0278,-38.30008
Maranguape,-4.0259,-38.88413
Pindoretama,-4.06391,-38.3349
Tiangua,-3.74457,-41.13377
Sao Joao do Jaguaribe,-5.27463,-38.27158
Aquiraz,-4.04698,-38.50735
Aquiraz,-4.05306,-38.43024
Senador Pompeu,-5.51098,-39.54912
Aurora,-6.9609,-38.96605
Brejo Santo,-7.49472,-38.98803
Brejo Santo,-7.42685,-39.00232
Tamboril,-4.83392,-40.31906
Pedra Branca,-5.45268,-39.71991
Deputado Irapuan Pinheiro,-5.90896,-39.26154
Carius,-6.53112,-39.49768
Bela Cruz,-3.0551,-40.16684
Aratuba,-4.45238,-39.00775
Carnaubal,-4.16221,-40.94194
Croata,-4.38255,-41.06429
Jucas,-6.45046,-39.44937
Guaraciaba do Norte,-4.25024,-40.81588
Guaramiranga,-4.21136,-38.94741
Pacoti,-4.22578,-38.92136
Sao Benedito,-4.04112,-40.86555
Croata,-4.34049,-40.94655
Carnaubal,-4.16398,-40.93563
Guaraciaba do Norte,-4.16143,-40.72159
Fortim,-4.4498,-37.79897
Piquet Carneiro,-5.80562,-39.41716
Icapui,-4.71554,-37.35356
Jaguaribe,-5.88645,-38.623
Aiuaba,-6.56984,-40.12151
Barreira,-4.33664,-38.58555
Fortaleza,-3.72477,-38.5811
Araripe,-7.18791,-40.02081
Missao Velha,-7.24323,-39.14519
Santana do Acarau,-3.45977,-40.20946
Missao Velha,-7.24323,-39.14519
Juazeiro do Norte,-7.21076,-39.31699
Missao Velha,-7.21941,-39.18192
Missao Velha,-7.1858,-39.08716
Massape,-3.52387,-40.34213
Eusebio,-3.88697,-38.44512
Trairi,-3.4059,-39.29434
Vicosa do Ceara,-3.6731,-41.07024
Boa Viagem,-5.11238,-39.60431
Acarau,-2.88531,-40.11824
Boa Viagem,-4.91269,-39.80514
Fortaleza,-3.806,-38.56947
Graca,-4.08447,-40.82307
Quixeramobim,-5.1984,-39.29435
Ico,-6.40303,-38.86308
Fortaleza,-3.7238,-38.58992
Alto Santo,-5.45094,-38.11951
Umirim,-3.67551,-39.34023
General Sampaio,-4.05979,-39.35959
Pentecoste,-3.79626,-39.267
Aiuaba,-6.41965,-40.1341
Taua,-5.95,-40.36666
Barbalha,-7.30717,-39.30231
Itaicaba,-4.67426,-37.82227
Ibicuitinga,-4.96916,-38.64086
Marco,-3.1207,-40.15164
Pentecoste,-3.79508,-39.26
Aiuaba,-6.57457,-40.12449
Vicosa do Ceara,-3.54255,-41.15343
Carire,-4.01244,-40.58939
Quixada,-4.94121,-38.85771
Ibaretama,-4.75283,-38.56458
Lavras da Mangabeira,-6.75474,-38.96727
Reriutaba,-4.14156,-40.58461
Capistrano,-4.45989,-38.90182
Taua,-6.00769,-40.29355
Fortaleza,-3.83594,-38.52426
Pentecoste,-3.78751,-39.27213
Banabuiu,-5.1653,-38.65767
Lavras da Mangabeira,-6.87718,-39.09141
Icapui,-4.71554,-37.35356
Acarape,-4.22313,-38.70562
Guaiuba,-4.04094,-38.6355
Pacoti,-4.22593,-38.91857
Juazeiro do Norte,-7.22139,-39.30771
Graca,-4.00644,-40.74923
Missao Velha,-7.25763,-39.14925
Missao Velha,-7.3369,-39.10823
Juazeiro do Norte,-7.21486,-39.31284
Russas,-4.93973,-37.97543
Tabuleiro do Norte,-5.2438,-38.12973
Caucaia,-3.73749,-38.64925
Juazeiro do Norte,-7.18166,-39.31051
Ubajara,-3.84827,-40.91872
Mombaca,-5.74834,-39.63508
Quixelo,-6.21502,-39.11619
Taua,-5.99385,-40.29275
Santana do Acarau,-3.551,-40.24834
Amontada,-3.27758,-39.90424
Apuiares,-3.94801,-39.43042
Barbalha,-7.30717,-39.30231
Juazeiro do Norte,-7.23038,-39.3033
Tamboril,-4.9438,-40.53723
Granja,-3.11276,-40.82957
Ibiapina,-3.92499,-40.88467
Tururu,-3.59559,-39.43436
Salitre,-7.28452,-40.46475
Aquiraz,-3.98968,-38.51085
Barro,-7.17472,-38.91885
Barbalha,-7.35307,-39.40459
Novo Oriente,-5.53175,-40.78569
Nova Russas,-4.6831,-40.48629
Crateus,-5.05473,-40.7081
Massape,-3.52387,-40.34213
Nova Russas,-4.70557,-40.55519
Paraipaba,-3.46565,-39.22112
Caririacu,-7.04152,-39.28437
Trairi,-3.28463,-39.26595
Fortim,-4.43006,-37.77852
Altaneira,-7.00132,-39.73842
Paraipaba,-3.43619,-39.14811
Limoeiro do Norte,-5.15023,-38.09909
Pentecoste,-3.79626,-39.267
Pacatuba,-4.0118,-38.62357
Quixeramobim,-5.20515,-39.30343
Horizonte,-4.09427,-38.48206
Salitre,-7.21987,-40.28871
Moraujo,-3.47406,-40.67338
Tururu,-3.60414,-39.42015
Trairi,-3.278,-39.269
Chorozinho,-4.29924,-38.50173
Oros,-6.2426,-38.90296
Tejucuoca,-3.98643,-39.57175
Piquet Carneiro,-5.79766,-39.40875
Potiretama,-5.64436,-38.23967
Tejucuoca,-3.98643,-39.57175
Palmacia,-4.15136,-38.84738
Beberibe,-4.18053,-38.13284
Amontada,-3.361,-39.831
Barroquinha,-3.01913,-41.13985
Chorozinho,-4.29924,-38.50173
Parambu,-6.20943,-40.69476
Ipu,-4.32811,-40.71052
Cruz,-2.918,-40.172
Varjota,-4.194,-40.477
Granja,-3.12,-40.826
Bela Cruz,-3.05,-40.3
Vicosa do Ceara,-3.56615,-41.09181
Iracema,-5.812,-38.306
Itarema,-2.91887,-39.90915
Coreau,-3.53333,-40.65407
Juazeiro do Norte,-7.213,-39.315
Carius,-6.53571,-39.49147
Forquilha,-3.79821,-40.26299
Vicosa do Ceara,-3.55746,-41.08876
Quiterianopolis,-5.84755,-40.70408
Pereiro,-6.03842,-38.45593
Quixeramobim,-5.18934,-39.28039
Fortaleza,-3.79661,-38.55985
Itapipoca,-3.15115,-39.45154
Guaraciaba do Norte,-4.2454,-40.8374
Piquet Carneiro,-5.8022,-39.41734
Fortaleza,-3.84854,-38.48236
Maranguape,-3.88791,-38.68469
Aurora,-6.9431,-38.9675
Reriutaba,-4.13962,-40.58626
Brejo Santo,-7.48844,-38.98772
Tiangua,-3.72616,-40.98842
Maranguape,-3.88791,-38.68469
Campos Sales,-7.07141,-40.37243
Piquet Carneiro,-5.8022,-39.41734
Morada Nova,-5.10407,-38.37023
Morada Nova,-5.10407,-38.37023
Fortaleza,-3.71701,-38.53926
Beberibe,-4.17463,-38.12514
Maranguape,-3.88791,-38.68469
Morada Nova,-5.10407,-38.37023
Solonopole,-5.73333,-39.00458
Sobral,-3.87497,-40.02305
Ibiapina,-3.92073,-40.88706
Russas,-4.92638,-37.96709
Brejo Santo,-7.48943,-38.98571
Crateus,-5.17695,-40.6684
Crateus,-5.17695,-40.6684
Bela Cruz,-2.99195,-40.37479
Tejucuoca,-3.98971,-39.57682
Pacajus,-4.17054,-38.46702
Pacajus,-4.18891,-38.46736
Sobral,-3.67611,-40.23768
Sobral,-3.70215,-40.52438
Reriutaba,-4.06582,-40.5271
Banabuiu,-5.30759,-38.91863
Carius,-6.61031,-39.63193
Abaiara,-7.37774,-39.0285
Jijoca de Jericoacoara,-2.89968,-40.43873
Maracanau,-3.87696,-38.62441
Maracanau,-3.8805,-38.6175
Maracanau,-3.84791,-38.58724
Carius,-6.51433,-39.378
Varjota,-4.20414,-40.46794
Varjota,-4.19633,-40.47592
Nova Olinda,-7.0841,-39.67948
Parambu,-6.08967,-40.68194
Milagres,-7.3015,-38.88628
Baixio,-6.72716,-38.72012
Varjota,-4.18282,-40.47899
Quiterianopolis,-6.03842,-40.80184
Aurora,-6.94039,-38.97699
Eusebio,-3.91179,-38.45781
Lavras da Mangabeira,-6.74795,-38.96382
Aracati,-4.56283,-37.76474
General Sampaio,-4.10243,-39.50003
Trairi,-3.26442,-39.27223
Mauriti,-7.30338,-38.81493
Itaitinga,-3.96594,-38.55724
Caririacu,-7.07989,-39.16683
Jardim,-7.60492,-39.29494
Morada Nova,-5.10386,-38.3709
Itaitinga,-3.97045,-38.5264
Jardim,-7.58553,-39.28416
Tiangua,-3.72267,-40.9917
Catarina,-6.12755,-39.87946
Santana do Acarau,-3.45696,-40.18621
Capistrano,-4.49926,-38.91705
Maranguape,-3.89186,-38.68585
Amontada,-3.19114,-39.75632
Potiretama,-5.67265,-38.08947
Pedra Branca,-5.62337,-39.99725
Aquiraz,-3.89967,-38.38991
Pedra Branca,-5.45418,-39.71744
Granja,-3.32442,-41.12221
Bela Cruz,-3.0813,-40.34432
Jucas,-6.52254,-39.52677
Tiangua,-3.6749,-40.96887
Croata,-4.35861,-40.8648
Quixelo,-6.18823,-39.21114
Fortim,-4.4498,-37.79897
Barreira,-4.28876,-38.6385
Fortaleza,-3.70517,-38.56402
Acarape,-4.22015,-38.702
Martinopole,-3.22501,-40.69935
Santana do Acarau,-3.34812,-40.17155
Missao Velha,-7.24695,-39.14066
Fortaleza,-3.84742,-38.51647
Ocara,-4.48808,-38.59067
Icapui,-4.70358,-37.36267
Itatira,-4.52892,-39.6179
Fortaleza,-3.75467,-38.60241
Graca,-4.0173,-40.81618
Trairi,-3.36155,-39.35695
Amontada,-3.02985,-39.64809
Boa Viagem,-5.13104,-39.7336
Limoeiro do Norte,-5.14823,-38.09916
Tiangua,-3.62276,-40.90267
Independencia,-5.59876,-40.56045
Fortaleza,-3.77741,-38.60185
Ico,-6.40303,-38.86308
Ico,-6.40172,-38.85718
Boa Viagem,-4.87474,-39.67931
Massape,-3.52387,-40.34213
Ico,-6.45477,-38.79345
Guaraciaba do Norte,-4.28332,-40.84367
Granja,-3.12085,-40.82851
Taua,-5.90418,-40.45525
Banabuiu,-5.43807,-39.03654
Catunda,-4.65154,-40.2058
Varzea Alegre,-6.80018,-39.30783
Aiuaba,-6.6667,-40.51656
Tabuleiro do Norte,-5.2438,-38.12973
Taua,-6.12646,-40.45685
Tabuleiro do Norte,-5.26161,-38.13
Ibicuitinga,-4.96916,-38.64086
Antonina do Norte,-6.77169,-40.06439
Barroquinha,-3.01913,-41.13985
Mucambo,-3.90893,-40.74472
Barroquinha,-3.02001,-41.13569
Lavras da Mangabeira,-6.67597,-38.88578
Umirim,-3.68139,-39.35624
Tejucuoca,-3.98971,-39.57682
Pacajus,-4.17054,-38.46702
Ibicuitinga,-4.95,-38.6
Russas,-4.94036,-37.98288
Morrinhos,-3.22557,-40.07836
Caririacu,-7.0365,-39.28283
Quixeramobim,-5.4463,-39.19496
Juazeiro do Norte,-7.20249,-39.31617
Juazeiro do Norte,-7.23778,-39.33721
Oros,-6.24747,-38.91272
Catarina,-6.12755,-39.87946
Catarina,-6.12755,-39.87946
Itapage,-3.68567,-39.58353
Catarina,-6.12755,-39.87946
Taua,-6.00821,-40.29493
Itapipoca,-3.42576,-39.53737
Tamboril,-4.98687,-40.15582
Forquilha,-3.79854,-40.26203
Missao Velha,-7.42107,-39.12866
Jati,-7.69274,-39.00513
Paracuru,-3.41163,-39.02954
Ibiapina,-3.93196,-40.88937
Jaguaretama,-5.20599,-38.73841
Alto Santo,-5.52208,-38.27277
Iraucuba,-3.76527,-39.72941
Milha,-5.67686,-39.19374
Massape,-3.52387,-40.34213
Ocara,-4.48506,-38.59853
Amontada,-3.37242,-39.82511
Groairas,-3.91195,-40.38214
Capistrano,-4.45989,-38.90182
Fortaleza,-3.7238,-38.58992
Tabuleiro do Norte,-5.2438,-38.12973
Itapage,-3.68906,-39.59077
Limoeiro do Norte,-5.14161,-38.08884
Chaval,-3.04484,-41.23638
Taua,-6.00299,-40.29262
Jucas,-6.52254,-39.52677
Ubajara,-3.84637,-40.96349
Quixere,-5.04605,-37.96415
Camocim,-2.94722,-40.59808
Ibiapina,-3.93914,-40.9234
Pacatuba,-3.89111,-38.62052
Banabuiu,-5.30697,-38.91904
Croata,-4.46724,-40.88602
Beberibe,-4.17895,-38.13025
Taua,-6.00299,-40.29262
Moraujo,-3.46317,-40.80137
Potengi,-7.09273,-40.03025
Itaicaba,-4.674,-37.822
Russas,-4.93768,-37.97235
Santana do Cariri,-7.18826,-39.73767
Ararenda,-4.75217,-40.82725
Juazeiro do Norte,-7.22451,-39.32351
Sobral,-3.68571,-40.34841
Tarrafas,-6.684,-39.761
Jaguaruana,-4.83092,-37.7816
Potengi,-7.09273,-40.03025
Vicosa do Ceara,-3.56615,-41.09181
Bela Cruz,-3.05562,-40.16488
Ico,-6.401,-38.862
Morrinhos,-3.229,-40.125
Cascavel,-4.131,-38.236
Bela Cruz,-3.051,-40.168
Aquiraz,-3.901,-38.391
Quiterianopolis,-5.843,-40.701
Itarema,-2.91887,-39.90915
Caucaia,-3.733,-38.656
Mauriti,-7.38787,-38.76992
Ico,-6.40206,-38.8552
Itapage,-3.687,-39.586
Pacatuba,-3.984,-38.62
Coreau,-3.53333,-40.65407
Chaval,-3.0335,-41.23977
Russas,-4.94,-37.976
Maranguape,-3.89264,-38.68609
Jaguaribe,-5.89272,-38.62198
Pindoretama,-4.03045,-38.30368
Tiangua,-3.72616,-40.98842
Varzea Alegre,-6.78672,-39.29096
Aracati,-4.5259,-37.70465
Fortaleza,-3.84195,-38.52965
Sobral,-3.68503,-40.34333
Pindoretama,-4.02294,-38.30305
Independencia,-5.39476,-40.30909
Aquiraz,-3.90085,-38.38808
Varzea Alegre,-6.78672,-39.29096
Camocim,-2.90024,-40.86148
Fortaleza,-3.83738,-38.50075
Nova Olinda,-7.08842,-39.67514
Campos Sales,-7.07141,-40.37243
Pereiro,-6.03842,-38.45593
Sao Luis do Curu,-3.6687,-39.23943
Quixeramobim,-5.43243,-39.35498
Fortaleza,-3.80421,-38.55066
Quixere,-5.0914,-37.94115
Sao Francisco do Brejao,-5.12537,-47.39008
Presidente Juscelino,-3.06517,-44.0394
Turiacu,-1.44493,-45.42642
Buriti,-3.94557,-42.9251
Buriti Bravo,-5.86917,-43.98204
Acailandia,-4.68698,-46.98354
Amarante do Maranhao,-5.49587,-46.92788
Balsas,-7.53744,-46.03528
Paco do Lumiar,-2.52616,-44.10458
Grajau,-5.81719,-46.13296
Rosario,-3.11564,-44.22166
Sao Jose de Ribamar,-2.5469,-44.09959
Caxias,-4.87017,-43.35793
Coroata,-4.13714,-44.13074
Estreito,-6.56808,-47.44788
Sao Domingos do Maranhao,-5.5724,-44.43871
Chapadinha,-3.95232,-43.3672
Lago dos Rodrigues,-4.61954,-44.90283
Governador Eugenio Barros,-5.39549,-44.05545
Turiacu,-1.68354,-45.51243
Buriticupu,-4.31529,-46.46054
Bacabal,-4.01607,-44.67888
Pedreiras,-4.58002,-44.61015
Lago da Pedra,-4.57286,-45.13024
Balsas,-7.51196,-46.03958
Tufilandia,-3.68113,-45.55515
Dom Pedro,-5.03755,-44.43974
Trizidela do Vale,-4.54262,-44.62533
Timon,-5.10068,-42.83372
Sucupira do Riachao,-6.4027,-43.46009
