MUN,LATITUDE,LONGITUDE
Taquaritinga,-21.3847,-48.49796
Taquaritinga,-21.39465,-48.63486
Taquaritinga,-21.47641,-48.62518
Taquaritinga,-21.36791,-48.57304
Taquaritinga,-21.40216,-48.48091
Tatui,-23.34779,-47.867
Tatui,-23.356,-47.857
Tatui,-23.3471,-47.82664
Tatui,-23.36099,-47.87133
Tatui,-23.36761,-47.84992
Tatui,-23.32635,-47.86607
Tatui,-23.35705,-47.85914
Tatui,-23.34531,-47.85219
Tatui,-23.34723,-47.84569
Tatui,-23.32194,-47.77818
Tatui,-23.37332,-47.75701
Tatui,-23.40551,-47.77977
Tatui,-23.38805,-47.84719
Tatui,-23.38918,-47.93976
Tatui,-23.34857,-47.84946
Tatui,-23.35349,-47.84468
Holambra,-22.63868,-47.0533
Holambra,-22.58957,-47.06472
Holambra,-22.63227,-47.05575
Santo Antonio do Aracangua,-20.91745,-50.34218
Santo Antonio do Aracangua,-20.93082,-50.49657
Santo Antonio do Aracangua,-20.87169,-50.49297
Rubineia,-20.30376,-51.05067
Rubineia,-20.1806,-51.01067
Icem,-20.34349,-49.19757
Icem,-20.33632,-49.19722
Icem,-20.40532,-49.16259
Salto de Pirapora,-23.64913,-47.57468
Salto de Pirapora,-23.64913,-47.57468
Salto de Pirapora,-23.64913,-47.57468
Salto de Pirapora,-23.64913,-47.57468
Salto de Pirapora,-23.64913,-47.57468
Salto de Pirapora,-23.64913,-47.57468
Salto de Pirapora,-23.64913,-47.57468
Ouro Verde,-21.48766,-51.69996
Ouro Verde,-21.49331,-51.69867
Campinas,-22.90994,-47.06263
Campinas,-22.87179,-47.0283
Campinas,-22.94381,-47.09768
Campinas,-22.922,-47.02892
Campinas,-22.90734,-47.06015
Campinas,-22.90734,-47.06015
Campinas,-22.90734,-47.06015
Campinas,-22.86359,-47.15336
Campinas,-22.83025,-47.07546
Campinas,-22.95808,-47.19114
Campinas,-22.90734,-47.06015
Campinas,-22.90103,-47.08967
Campinas,-22.89336,-47.10572
Campinas,-22.88802,-46.93822
Campinas,-22.97192,-47.14354
Campinas,-22.90734,-47.06015
Campinas,-22.90734,-47.06015
Campinas,-22.93995,-47.19106
Campinas,-22.84697,-47.12038
Campinas,-22.89305,-47.14949
Campinas,-22.9435,-47.16583
Campinas,-22.94482,-47.06195
Campinas,-22.95786,-47.07791
Campinas,-22.90734,-47.06015
Campinas,-22.93285,-47.18383
Campinas,-22.93975,-47.04
Campinas,-22.97115,-47.12999
Campinas,-23.02838,-47.11476
Campinas,-22.95781,-47.18505
Campinas,-22.90734,-47.06015
Campinas,-22.94122,-47.08508
Campinas,-23.03836,-47.12973
Campinas,-22.90734,-47.06015
Campinas,-23.00034,-47.10958
Campinas,-22.93431,-47.01742
Campinas,-22.93411,-47.0365
Campinas,-22.85201,-47.10768
Campinas,-22.90734,-47.06015
Campinas,-22.96058,-47.09587
Campinas,-22.90734,-47.06015
Campinas,-22.9669,-47.16095
Campinas,-22.85217,-47.04285
Campinas,-22.90839,-47.05573
Campinas,-22.88251,-47.04736
Campinas,-22.84618,-47.09768
Campinas,-22.91551,-47.03796
Campinas,-23.04006,-47.10333
Campinas,-22.9481,-47.0244
Campinas,-22.87736,-46.9694
Campinas,-22.93272,-47.0957
Campinas,-22.88964,-47.12338
Campinas,-22.92819,-47.12228
Campinas,-22.87966,-47.02154
Campinas,-22.91438,-47.11279
Campinas,-22.94517,-47.09597
Campinas,-22.9163,-47.07056
Campinas,-22.84833,-47.07047
Campinas,-22.95531,-47.19642
Campinas,-22.99106,-47.11214
Campinas,-22.90734,-47.06015
Campinas,-22.8782,-47.02933
Campinas,-22.93733,-47.11278
Campinas,-22.90734,-47.06015
Campinas,-22.93621,-47.03861
Campinas,-22.80224,-47.06625
Campinas,-22.84959,-47.1244
Campinas,-22.90339,-47.05661
Altinopolis,-21.02458,-47.37328
Altinopolis,-21.02458,-47.37328
Altinopolis,-21.02458,-47.37328
Altinopolis,-21.02458,-47.37328
Altinopolis,-21.02458,-47.37328
Altinopolis,-21.02458,-47.37328
Altinopolis,-21.02458,-47.37328
Marinopolis,-20.43939,-50.82567
Aguas de Sao Pedro,-22.59632,-47.87807
Aguas de Sao Pedro,-22.59632,-47.87807
Aguas de Sao Pedro,-22.59983,-47.87515
Aguas de Sao Pedro,-22.59655,-47.87835
Junqueiropolis,-21.50925,-51.43403
Junqueiropolis,-21.51127,-51.43401
Junqueiropolis,-21.51127,-51.43401
Junqueiropolis,-21.50919,-51.43401
Junqueiropolis,-21.52008,-51.43493
Junqueiropolis,-21.51127,-51.43401
Junqueiropolis,-21.5139,-51.43668
Junqueiropolis,-21.51774,-51.43993
Junqueiropolis,-21.51127,-51.43401
Junqueiropolis,-21.515,-51.434
Ipua,-20.4409,-48.01307
Ipua,-20.4398,-48.01476
Ipua,-20.43915,-48.0152
Ipua,-20.49083,-47.99362
Ipua,-20.44426,-48.01333
Ipua,-20.44148,-48.01738
Guarulhos,-23.45293,-46.40378
Guarulhos,-23.4685,-46.53108
Guarulhos,-23.463,-46.533
Guarulhos,-23.46063,-46.49686
Guarulhos,-23.42823,-46.52205
Guarulhos,-23.4685,-46.53108
Guarulhos,-23.43437,-46.51504
Guarulhos,-23.4485,-46.54059
Guarulhos,-23.4379,-46.42878
Guarulhos,-23.44098,-46.53767
Guarulhos,-23.43096,-46.50068
Guarulhos,-23.41568,-46.47045
Guarulhos,-23.46273,-46.46654
Guarulhos,-23.5022,-46.55005
Guarulhos,-23.4614,-46.40509
Guarulhos,-23.39847,-46.42217
Guarulhos,-23.43689,-46.54851
Guarulhos,-23.46803,-46.5573
Guarulhos,-23.45394,-46.45268
Guarulhos,-23.4685,-46.53108
Guarulhos,-23.46676,-46.41993
Guarulhos,-23.43562,-46.56166
Guarulhos,-23.39855,-46.39333
Guarulhos,-23.42873,-46.40234
Guarulhos,-23.4226,-46.41706
Guarulhos,-23.41164,-46.45036
Guarulhos,-23.46373,-46.56057
Guarulhos,-23.4595,-46.50952
Guarulhos,-23.46373,-46.56057
Guarulhos,-23.46273,-46.46654
Guarulhos,-23.43096,-46.50068
Guarulhos,-23.45449,-46.5687
Guarulhos,-23.43437,-46.51504
Guarulhos,-23.42042,-46.42927
Guarulhos,-23.4685,-46.53108
Guarulhos,-23.44046,-46.49453
Guarulhos,-23.4685,-46.53108
Guarulhos,-23.45276,-46.47914
Guarulhos,-23.41001,-46.37625
Guarulhos,-23.40533,-46.48328
Guarulhos,-23.45425,-46.53379
Guarulhos,-23.4685,-46.53108
Guarulhos,-23.45383,-46.54591
Guarulhos,-23.4685,-46.53108
Guarulhos,-23.44347,-46.41474
Guarulhos,-23.45383,-46.54591
Guarulhos,-23.47916,-46.55186
Guarulhos,-23.39855,-46.39333
Guarulhos,-23.46676,-46.41993
Guarulhos,-23.42823,-46.52205
Guarulhos,-23.40601,-46.53654
Guarulhos,-23.41911,-46.44109
Guarulhos,-23.4685,-46.53108
Guarulhos,-23.44466,-46.40743
Guarulhos,-23.43286,-46.54958
Guarulhos,-23.45424,-46.53379
Guarulhos,-23.4051,-46.46545
Guarulhos,-23.43164,-46.4383
Guarulhos,-23.40008,-46.52278
Guarulhos,-23.44748,-46.39989
Guarulhos,-23.49727,-46.5548
Guarulhos,-23.41726,-46.45766
Guarulhos,-23.44367,-46.52192
Guarulhos,-23.46735,-46.52649
Guarulhos,-23.44495,-46.55365
Guarulhos,-23.463,-46.533
Guarulhos,-23.4685,-46.53108
Guarulhos,-23.44837,-46.50493
Guarulhos,-23.44428,-46.45978
Guarulhos,-23.39822,-46.43217
Guarulhos,-23.41994,-46.49523
Guarulhos,-23.42064,-46.37009
Guarulhos,-23.47579,-46.54558
Guarulhos,-23.36609,-46.40807
Guarulhos,-23.45779,-46.53333
Guarulhos,-23.45779,-46.53333
Guarulhos,-23.45184,-46.44099
Piquerobi,-21.88806,-51.72991
Narandiba,-22.40428,-51.52423
Narandiba,-22.40428,-51.52423
Sabino,-21.45916,-49.57906
Presidente Bernardes,-22.00899,-51.55757
Presidente Bernardes,-22.00899,-51.55757
Presidente Bernardes,-22.21764,-51.64134
Presidente Bernardes,-22.00899,-51.55757
Presidente Bernardes,-22.00918,-51.55673
Presidente Bernardes,-22.01132,-51.55379
Presidente Bernardes,-22.01914,-51.5483
Uchoa,-20.95334,-49.17766
Uchoa,-20.96108,-49.17648
Uchoa,-20.94966,-49.17175
Santa Maria da Serra,-22.56941,-48.15901
Santa Maria da Serra,-22.56788,-48.16246
Populina,-19.94433,-50.53685
Galia,-22.29465,-49.55699
Galia,-22.29465,-49.55699
Anhumas,-22.29621,-51.39112
Anhumas,-22.29323,-51.38607
Pardinho,-23.08433,-48.37351
Ourinhos,-22.979,-49.871
Ourinhos,-22.96214,-49.88243
Ourinhos,-22.97726,-49.86857
Ourinhos,-23.01308,-49.88108
Ourinhos,-22.96781,-49.87238
Ourinhos,-22.99663,-49.87851
Ourinhos,-22.97662,-49.87973
Ourinhos,-22.979,-49.871
Ourinhos,-22.98087,-49.86657
Ourinhos,-22.98123,-49.85595
Ourinhos,-22.979,-49.871
Ourinhos,-22.99676,-49.88398
Ourinhos,-22.97662,-49.87973
Ourinhos,-22.99051,-49.86627
Ourinhos,-22.96698,-49.89696
Ourinhos,-23.01066,-49.89391
Ourinhos,-22.95539,-49.87217
Ourinhos,-22.94506,-49.8861
Ourinhos,-22.97444,-49.86254
Ourinhos,-22.97412,-49.86904
Ourinhos,-22.97465,-49.85969
Ourinhos,-22.979,-49.871
Manduri,-23.00797,-49.31232
Manduri,-23.04497,-49.25117
Manduri,-23.00737,-49.3133
Itaoca,-24.64276,-48.8389
Dirce Reis,-20.46657,-50.60815
Sao Francisco,-20.35884,-50.69643
Santa Salete,-20.24531,-50.69044
Salto,-23.17931,-47.304
Salto,-23.1912,-47.29107
Salto,-23.20177,-47.2921
Salto,-23.22511,-47.26691
Salto,-23.19279,-47.27633
Salto,-23.2145,-47.30824
Salto,-23.18901,-47.28335
Salto,-23.21037,-47.27146
Salto,-23.20976,-47.28017
Salto,-23.17949,-47.31193
Taboao da Serra,-23.60587,-46.76216
Taboao da Serra,-23.62341,-46.78686
Taboao da Serra,-23.64401,-46.79124
Taboao da Serra,-23.61897,-46.79799
Taboao da Serra,-23.63148,-46.78317
Taboao da Serra,-23.63895,-46.79223
Taboao da Serra,-23.63866,-46.80499
Taboao da Serra,-23.62332,-46.78578
Taboao da Serra,-23.6355,-46.80467
Taboao da Serra,-23.6355,-46.80467
Taboao da Serra,-23.60825,-46.77585
Taboao da Serra,-23.62243,-46.78842
Potim,-22.83932,-45.25139
Potim,-22.84062,-45.25597
Potim,-22.83729,-45.26047
Potim,-22.83672,-45.25317
Potim,-22.83798,-45.26284
Potim,-22.83909,-45.25085
Pongai,-21.73805,-49.35766
Arco-Iris,-21.77328,-50.46695
Jacarei,-23.29164,-45.9587
Jacarei,-23.30488,-45.96959
Jacarei,-23.21666,-46.00361
Jacarei,-23.29805,-46.03623
Jacarei,-23.32273,-45.96804
Jacarei,-23.30322,-45.93334
Jacarei,-23.32765,-45.99578
Jacarei,-23.30495,-45.95744
Jacarei,-23.26347,-45.96297
Jacarei,-23.30888,-46.00958
Jacarei,-23.30488,-45.96959
Jacarei,-23.31709,-45.94066
Jacarei,-23.29143,-45.95081
Jacarei,-23.31224,-45.99462
Jacarei,-23.29493,-45.94677
Jacarei,-23.30488,-45.96959
Jacarei,-23.28713,-45.95811
Jacarei,-23.30322,-45.95966
Nova Campina,-24.121,-48.904
Nova Campina,-24.121,-48.904
Itatiba,-23.01006,-46.81015
Itatiba,-23.00485,-46.83755
Itatiba,-22.99891,-46.84915
Itatiba,-23.01168,-46.82168
Itatiba,-23.00882,-46.85116
Itatiba,-23.00485,-46.83755
Itatiba,-23.00485,-46.83755
Itatiba,-23.05758,-46.75616
Itatiba,-22.97651,-46.73118
Itatiba,-23.00884,-46.85842
Itatiba,-23.00715,-46.81639
Itatiba,-23.00485,-46.83755
Itatiba,-23.00421,-46.81933
Itatiba,-23.00859,-46.8567
Itatiba,-23.05129,-46.87776
Itatiba,-22.98613,-46.82892
Itatiba,-22.99709,-46.83574
Itatiba,-23.006,-46.839
Itatiba,-23.00661,-46.85397
Ilhabela,-23.77815,-45.35724
Ilhabela,-23.79349,-45.36452
Ilhabela,-23.8309,-45.37346
Ilhabela,-23.78865,-45.35405
Ilhabela,-23.82614,-45.36574
Ilhabela,-23.91651,-45.34512
Ilhabela,-23.82568,-45.38209
Ilhabela,-23.73992,-45.34484
Ilhabela,-23.81578,-45.36434
Indiana,-22.17721,-51.26117
Indiana,-22.1766,-51.25313
Indiana,-22.09191,-51.28769
Indiana,-22.174,-51.252
Ipigua,-20.65382,-49.3838
Guarani d'Oeste,-20.07346,-50.33684
Guzolandia,-20.65009,-50.6627
Guzolandia,-20.64849,-50.66201
Santa Ernestina,-21.46353,-48.39108
Dracena,-21.4838,-51.52969
Dracena,-21.49379,-51.54319
Dracena,-21.49875,-51.53643
Dracena,-21.47622,-51.53777
Dracena,-21.59371,-51.58718
Dracena,-21.48823,-51.55413
Dracena,-21.51285,-51.61784
Dracena,-21.47903,-51.53504
Dracena,-21.49045,-51.53835
Divinolandia,-21.66142,-46.74114
Divinolandia,-21.66285,-46.73732
Boa Esperanca do Sul,-21.99909,-48.38668
Boa Esperanca do Sul,-21.99126,-48.38874
Boa Esperanca do Sul,-21.99248,-48.39059
Boa Esperanca do Sul,-21.99248,-48.39059
Varzea Paulista,-23.21368,-46.83282
Varzea Paulista,-23.23289,-46.84139
Varzea Paulista,-23.18725,-46.81922
Varzea Paulista,-23.22202,-46.84655
Varzea Paulista,-23.21446,-46.82989
Varzea Paulista,-23.20775,-46.84789
Varzea Paulista,-23.20332,-46.826
Varzea Paulista,-23.22141,-46.83355
Varzea Paulista,-23.21581,-46.81068
Varzea Paulista,-23.19617,-46.83203
Varzea Paulista,-23.22777,-46.84568
Varzea Paulista,-23.21525,-46.85246
Varzea Paulista,-23.1949,-46.82538
Pompeia,-22.10542,-50.16717
Pompeia,-22.10937,-50.17719
Pompeia,-22.10614,-50.17602
Pompeia,-22.10385,-50.17636
Pompeia,-22.10614,-50.17602
Pompeia,-22.10614,-50.17602
Pompeia,-22.09808,-50.25236
Buri,-23.80604,-48.60928
Buri,-23.79866,-48.59669
Buri,-23.8013,-48.60594
Praia Grande,-24.03005,-46.50909
Praia Grande,-24.02288,-46.49677
Praia Grande,-24.01761,-46.46965
Praia Grande,-24.02578,-46.47861
Praia Grande,-24.02624,-46.51184
Praia Grande,-24.00319,-46.4191
Praia Grande,-24.0325,-46.52877
Praia Grande,-24.02288,-46.49677
Praia Grande,-24.02624,-46.51184
Praia Grande,-24.01588,-46.48298
Praia Grande,-24.03953,-46.52759
Praia Grande,-24.01829,-46.48804
Praia Grande,-24.00225,-46.44541
Praia Grande,-24.00913,-46.45534
Praia Grande,-24.00904,-46.40646
Praia Grande,-24.06644,-46.56836
Praia Grande,-24.02199,-46.48793
Praia Grande,-24.0211,-46.46446
Praia Grande,-24.00248,-46.43017
Praia Grande,-24.07747,-46.58799
Praia Grande,-24.04493,-46.52555
Praia Grande,-24.00367,-46.42002
Praia Grande,-23.99419,-46.42118
Praia Grande,-24.01087,-46.47123
Murutinga do Sul,-20.99055,-51.27764
Coronel Macedo,-23.63078,-49.31518
Coronel Macedo,-23.631,-49.314
Corumbatai,-22.22225,-47.62601
Sao Joaquim da Barra,-20.59055,-47.87698
Sao Joaquim da Barra,-20.58196,-47.85723
Sao Joaquim da Barra,-20.60099,-47.86979
Sao Joaquim da Barra,-20.58316,-47.86326
Sao Joaquim da Barra,-20.59966,-47.87843
Sao Joaquim da Barra,-20.58316,-47.86326
Sao Joaquim da Barra,-20.59324,-47.85753
Sao Joaquim da Barra,-20.57277,-47.85266
Sao Joaquim da Barra,-20.58316,-47.86326
Sao Joaquim da Barra,-20.59946,-47.87796
Sao Joaquim da Barra,-20.58316,-47.86326
Alvinlandia,-22.44501,-49.76303
Votorantim,-23.5329,-47.44488
Votorantim,-23.54242,-47.45638
Votorantim,-23.53846,-47.41525
Votorantim,-23.55952,-47.45467
Votorantim,-23.57728,-47.46035
Votorantim,-23.55067,-47.46237
Votorantim,-23.55549,-47.43902
Votorantim,-23.54564,-47.43881
Votorantim,-23.55593,-47.44359
Votorantim,-23.5382,-47.50432
Votorantim,-23.53501,-47.43581
Votorantim,-23.5303,-47.4301
Votorantim,-23.54187,-47.44973
Votorantim,-23.54187,-47.44973
Votorantim,-23.53288,-47.44499
Votorantim,-23.53855,-47.40978
Mariapolis,-21.79939,-51.18221
Tanabi,-20.62511,-49.64882
Tanabi,-20.62511,-49.64882
Tanabi,-20.62511,-49.64882
Tanabi,-20.62511,-49.64882
Tanabi,-20.47815,-49.57346
Tanabi,-20.62511,-49.64882
Tanabi,-20.52609,-49.65781
Tanabi,-20.62511,-49.64882
Tanabi,-20.54327,-49.72523
Lavinia,-21.16485,-51.0405
Lavinia,-21.16751,-51.0413
Lavinia,-21.16751,-51.0413
Lavinia,-21.16751,-51.0413
Taubate,-23.00254,-45.54296
Taubate,-23.01365,-45.58508
Taubate,-23.05562,-45.62896
Taubate,-23.09387,-45.59538
Taubate,-22.99664,-45.66703
Taubate,-23.05613,-45.58388
Taubate,-22.99788,-45.5697
Taubate,-23.06888,-45.45498
Taubate,-23.02144,-45.52058
Taubate,-23.07354,-45.54234
Taubate,-23.02655,-45.5566
Taubate,-23.14191,-45.4971
Taubate,-23.03086,-45.54691
Taubate,-23.00262,-45.57781
Taubate,-23.00969,-45.52002
Taubate,-23.01616,-45.53069
Taubate,-23.04938,-45.56699
Taubate,-23.02576,-45.53532
Taubate,-23.04908,-45.58163
Taubate,-23.02489,-45.54176
Taubate,-23.02235,-45.52281
Taubate,-23.02196,-45.57588
Taubate,-23.02984,-45.606
Taubate,-23.01897,-45.56395
Taubate,-22.99688,-45.55633
Taubate,-23.01081,-45.55487
Taubate,-23.02919,-45.62336
Taubate,-23.00796,-45.55998
Taubate,-23.00725,-45.58963
Taubate,-23.00754,-45.53663
Taubate,-23.03973,-45.58684
Taubate,-23.01596,-45.56991
Taubate,-23.0429,-45.56304
Taubate,-23.03441,-45.61856
Taubate,-23.0005,-45.52961
Taubate,-23.01066,-45.56598
Taubate,-23.03548,-45.54281
Taubate,-23.01496,-45.53981
Taubate,-23.19847,-45.44333
Taubate,-23.04388,-45.54508
Taubate,-23.0046,-45.54869
Taubate,-23.05106,-45.55594
Taubate,-23.03471,-45.61205
Taubate,-23.02655,-45.5566
Taubate,-23.03274,-45.55195
Taubate,-23.0347,-45.55944
Capanema,-25.68297,-53.80017
Sao Mateus do Sul,-25.874,-50.383
Nova Tebas,-24.35515,-51.96751
Nova Santa Rosa,-24.48242,-53.87635
Fernandes Pinheiro,-25.6024,-50.44488
Umuarama,-23.766,-53.325
Sertaneja,-23.03693,-50.8171
Itaperucu,-25.21608,-49.33165
Curitiba,-25.41855,-49.34794
Araruna,-24.03983,-52.6141
Tamarana,-23.68666,-51.09466
Guarapuava,-25.395,-51.458
Francisco Beltrao,-26.07845,-53.05613
Francisco Beltrao,-26.081,-53.055
Florida,-23.0854,-51.95514
Perola,-23.805,-53.684
Siqueira Campos,-23.68763,-49.83306
Jaguapita,-23.11158,-51.52915
Itaguaje,-22.6187,-51.96721
Borrazopolis,-23.94052,-51.57985
Bituruna,-26.161,-51.553
Douradina,-23.33029,-53.33214
Palmas,-26.484,-51.991
Altonia,-23.87231,-53.88635
Foz do Jordao,-25.73343,-52.12562
Marquinho,-25.11221,-52.25698
Castro,-24.94413,-49.82465
Ponta Grossa,-25.09254,-50.16144
Sao Jose dos Pinhais,-25.5377,-49.20008
Foz do Iguacu,-25.4813,-54.52316
Palmas,-26.48147,-51.98877
Terra Boa,-23.76959,-52.44603
Paranacity,-22.93016,-52.15815
Foz do Iguacu,-25.54249,-54.5871
Londrina,-23.41969,-51.1261
Honorio Serpa,-26.141,-52.387
Marechal Candido Rondon,-24.47609,-54.01531
Tibagi,-24.75807,-50.50357
Ponta Grossa,-25.09045,-50.15729
Barbosa Ferraz,-24.03344,-52.01097
Planalto,-25.7121,-53.77085
Andira,-23.05175,-50.2264
Santa Ines,-22.6387,-51.90276
Irati,-25.47725,-51.037
Borrazopolis,-23.93785,-51.5844
Paulo Frontin,-26.04,-50.836
Paicandu,-23.49998,-52.15214
Primeiro de Maio,-22.85253,-51.02775
Francisco Alves,-24.09685,-53.96284
Vitorino,-26.277,-52.784
Ivai,-25.0295,-50.80157
Cascavel,-24.956,-53.455
Tamarana,-23.71517,-51.09856
Ibipora,-23.2668,-51.03891
Sarandi,-23.45031,-51.86913
Quarto Centenario,-24.27902,-53.07528
Paicandu,-23.45464,-52.03101
Londrina,-23.30151,-51.18815
Barbosa Ferraz,-24.02959,-51.99562
Matinhos,-25.80144,-48.54313
Figueira,-23.83642,-50.41357
Reboucas,-25.75194,-50.58764
Curitiba,-25.43295,-49.27184
Coronel Vivida,-25.93548,-52.70742
Sarandi,-23.4397,-51.86692
Ortigueira,-24.04415,-50.89746
Mandaguari,-23.51745,-51.68125
Guarapuava,-25.395,-51.458
Antonio Olinto,-25.986,-50.197
Vere,-25.881,-52.908
Campo Magro,-25.37025,-49.44982
Boa Ventura de Sao Roque,-24.87851,-51.53937
Imbau,-24.44507,-50.75968
Santa Terezinha de Itaipu,-25.447,-54.401
Campo Magro,-25.22963,-49.54919
Ponta Grossa,-25.07124,-50.12128
Coronel Domingos Soares,-26.228,-52.032
Francisco Beltrao,-26.081,-53.055
Santa Isabel do Ivai,-23.13328,-53.2777
Terra Rica,-22.72201,-52.61711
Porecatu,-22.75866,-51.38631
Guaraquecaba,-25.22359,-48.46144
Toledo,-24.714,-53.743
Candoi,-25.66756,-52.12481
Pinhais,-25.41268,-49.1768
Ponta Grossa,-25.17802,-50.14222
Janiopolis,-24.25608,-52.85264
Ubirata,-24.54062,-52.98604
Diamante do Sul,-25.043,-52.68
Bom Sucesso,-23.71,-51.764
Curitiba,-25.47673,-49.31636
Astorga,-23.234,-51.66392
Santana do Itarare,-23.75872,-49.62981
Alto Paraiso,-23.508,-53.728
Irati,-25.5234,-50.65903
Porecatu,-22.76001,-51.39693
Joaquim Tavora,-23.49998,-49.92569
Sao Jorge d'Oeste,-25.706,-52.918
Honorio Serpa,-26.141,-52.387
Alto Parana,-23.12712,-52.32168
Foz do Iguacu,-25.53146,-54.54056
Imbituva,-25.33164,-50.65894
Umuarama,-23.75023,-53.29718
Londrina,-23.46309,-50.99896
Astorga,-23.23529,-51.66246
Pato Branco,-26.22995,-52.67736
Guamiranga,-25.19418,-50.81279
Curitiba,-25.43767,-49.30769
Guamiranga,-25.19081,-50.87283
Boa Ventura de Sao Roque,-24.869,-51.628
Tres Barras do Parana,-25.4194,-53.18749
Guamiranga,-25.1562,-50.81481
Ponta Grossa,-25.09254,-50.16144
Cambara,-23.03402,-50.08407
Lunardelli,-24.079,-51.738
Godoy Moreira,-24.19285,-51.92436
Sao Miguel do Iguacu,-25.34889,-54.24212
Douradina,-23.381,-53.292
Cerro Azul,-24.83877,-49.40736
Quatro Barras,-25.37834,-49.11367
Curitiba,-25.52108,-49.3251
Quatro Barras,-25.37834,-49.11367
Jardim Alegre,-24.28956,-51.85385
Pitangueiras,-23.2303,-51.58576
Ceu Azul,-25.14976,-53.85726
Manoel Ribas,-24.516,-51.668
Cafelandia,-24.618,-53.32
Moreira Sales,-24.04632,-53.01173
Candoi,-25.663,-52.126
Imbituva,-25.23061,-50.59747
Londrina,-23.29852,-51.14582
Foz do Iguacu,-25.548,-54.588
Palotina,-24.28397,-53.84709
Cianorte,-23.65803,-52.58026
Ponta Grossa,-25.11034,-50.13282
Doutor Camargo,-23.55584,-52.21886
Eneas Marques,-25.94075,-53.16618
Ubirata,-24.54056,-52.99134
Campo Largo,-25.47479,-49.55755
Santo Antonio do Sudoeste,-26.06273,-53.72331
Curitiba,-25.43295,-49.27184
Mallet,-25.88676,-50.82726
Imbau,-24.44279,-50.7493
Teixeira Soares,-25.4686,-50.3904
Antonio Olinto,-25.986,-50.197
Pinhais,-25.43795,-49.15999
Prudentopolis,-25.213,-50.978
Doutor Ulysses,-24.56783,-49.41977
Alto Piquiri,-24.15619,-53.37443
Nova Aurora,-24.529,-53.256
Porto Vitoria,-26.16165,-51.22897
Loanda,-22.92674,-53.13166
Colombo,-25.25228,-49.15564
Campo Magro,-25.37163,-49.44929
Porto Vitoria,-26.161,-51.232
Curitiba,-25.45436,-49.26283
Tres Barras do Parana,-25.419,-53.181
Ubirata,-24.54103,-52.9945
Londrina,-23.31215,-51.16277
Jataizinho,-23.25726,-50.97405
Campina Grande do Sul,-25.3516,-49.11931
Curitiba,-25.52847,-49.28739
Japura,-23.47251,-52.55428
Ubirata,-24.54056,-52.99134
Barracao,-26.25315,-53.63568
Bocaiuva do Sul,-25.2149,-49.10578
Santa Izabel do Oeste,-25.81438,-53.48361
Curitiba,-25.43824,-49.28667
Curitiba,-25.46675,-49.27767
Santa Helena,-24.85199,-54.33674
Curitiba,-25.48024,-49.33687
Curitiba,-25.428,-49.273
Curitiba,-25.43824,-49.28667
Foz do Iguacu,-25.54249,-54.5871
Castro,-24.78902,-50.00557
Curitiba,-25.53079,-49.24764
Floresta,-23.61002,-52.07897
Curitiba,-25.50515,-49.32498
Doutor Ulysses,-24.5698,-49.42367
Curitiba,-25.49719,-49.30346
Curitiba,-25.49154,-49.26042
Cianorte,-23.87057,-52.6076
Curitiba,-25.42374,-49.30188
Faxinal,-23.99875,-51.31992
Curitiba,-25.43824,-49.28667
Engenheiro Beltrao,-23.74279,-52.23372
Jandaia do Sul,-23.59911,-51.64662
Florai,-23.31984,-52.30298
Pontal do Parana,-25.68876,-48.5724
Itambe,-23.66009,-51.99
Santo Antonio do Sudoeste,-26.07497,-53.72308
Nova Esperanca,-23.18425,-52.20486
Rolandia,-23.19472,-51.44275
Curiuva,-24.03582,-50.4594
Boa Esperanca,-24.24102,-52.78741
Colombo,-25.31885,-49.23248
Ponta Grossa,-25.07871,-50.13062
Curiuva,-24.03629,-50.45823
Curitiba,-25.51226,-49.3235
Sao Jose dos Pinhais,-25.53525,-49.20593
Ponta Grossa,-25.09663,-50.20335
Colombo,-25.35897,-49.18823
Curitiba,-25.4617,-49.31633
Jussara,-23.62018,-52.47122
Rancho Alegre,-23.06751,-50.91367
Curitiba,-25.43824,-49.28667
Paranavai,-23.10362,-52.48658
Corbelia,-24.799,-53.307
Paranavai,-23.05921,-52.46799
Tijucas do Sul,-25.928,-49.199
Iguatu,-24.717,-53.084
Querencia do Norte,-23.08652,-53.48704
Lapa,-25.69748,-50.01227
Foz do Iguacu,-25.548,-54.588
Salto do Lontra,-25.784,-53.309
Loanda,-22.92521,-53.1301
Prudentopolis,-25.213,-50.978
Londrina,-23.60366,-50.97763
Cerro Azul,-24.81894,-49.26031
Paranagua,-25.43109,-48.45442
Campo Bonito,-25.031,-52.993
Curitiba,-25.46014,-49.32515
Rio Negro,-26.05051,-49.73218
Nova Esperanca do Sudoeste,-25.89877,-53.2642
Rio Branco do Sul,-25.18516,-49.31466
Itapejara d'Oeste,-25.97087,-52.81392
Matelandia,-25.23637,-53.97355
Uniao da Vitoria,-26.23,-51.086
Maringa,-23.42306,-51.95092
Cambe,-23.28163,-51.27772
Clevelandia,-26.40836,-52.35086
Tupassi,-24.58201,-53.51208
Nova Esperanca,-23.18425,-52.20486
Mato Rico,-24.70396,-52.14812
Marilandia do Sul,-23.7446,-51.30816
Curiuva,-24.04223,-50.63235
Mangueirinha,-25.941,-52.176
Diamante do Sul,-25.043,-52.68
Santa Isabel do Ivai,-23.00451,-53.18931
Lapa,-25.93465,-49.81166
